,currentDate,ExpDate,StrikePrice,Ticker,Type,Last,IV,Chg,StockPrice,T,ImpliedVolatility (caluclated),Difference
1765,2/17/17,4/21/17,830,GOOG,Call,19.5,0.14528,0.42,828.070007,0.1724846,0.146427549,-0.001147549
1766,2/17/17,4/21/17,835,GOOG,Call,17.5,0.14466,1,828.070007,0.1724846,0.14855856,-0.00389856
1767,2/17/17,4/21/17,840,GOOG,Call,14.8,0.13974,0.9,828.070007,0.1724846,0.144114683,-0.004374683
1768,2/17/17,4/21/17,845,GOOG,Call,12.85,0.14517,0.45,828.070007,0.1724846,0.14374296,0.00142704
1776,2/17/17,4/21/17,885,GOOG,Call,3.38,0.13558,,828.070007,0.1724846,0.142065253,-0.006485253
1778,2/17/17,4/21/17,895,GOOG,Call,2.6,0.15085,,828.070007,0.1724846,0.146889034,0.003960966
1787,2/17/17,4/21/17,775,GOOG,Put,5.3,0.17468,-2.18,828.070007,0.1724846,0.171524058,0.003155942
1789,2/17/17,4/21/17,785,GOOG,Put,8.4,0.18497,,828.070007,0.1724846,0.181641574,0.003328426
1790,2/17/17,4/21/17,790,GOOG,Put,8,0.16275,-2.08,828.070007,0.1724846,0.165751219,-0.003001219
1791,2/17/17,4/21/17,795,GOOG,Put,9.92,0.16625,-0.68,828.070007,0.1724846,0.170871906,-0.004621906
1795,2/17/17,4/21/17,815,GOOG,Put,15.1,0.15627,-3.61,828.070007,0.1724846,0.156441166,-0.000171166
1796,2/17/17,4/21/17,820,GOOG,Put,18.5,0.16017,-1.5,828.070007,0.1724846,0.165767205,-0.005597205
1797,2/17/17,4/21/17,825,GOOG,Put,19.26,0.15165,-1.74,828.070007,0.1724846,0.154145086,-0.002495086
1798,2/17/17,4/21/17,830,GOOG,Put,24.6,0.18305,,828.070007,0.1724846,0.174749634,0.008300366
1800,2/17/17,4/21/17,840,GOOG,Put,26,0.14746,-5.09,828.070007,0.1724846,0.14407108,0.00338892
1801,2/17/17,4/21/17,845,GOOG,Put,30.8,0.15688,-1.1,828.070007,0.1724846,0.156993903,-0.000113903
1812,2/17/17,6/16/17,775,GOOG,Call,58.8,0.11782,,828.070007,0.325804244,0.118389482,-0.000569482
1826,2/17/17,6/16/17,845,GOOG,Call,24.52,0.16422,0.52,828.070007,0.325804244,0.166573669,-0.002353669
1827,2/17/17,6/16/17,850,GOOG,Call,21.5,0.16519,0.1,828.070007,0.325804244,0.160800825,0.004389175
1833,2/17/17,6/16/17,880,GOOG,Call,12.3,0.1563,0.8,828.070007,0.325804244,0.161061375,-0.004761375
1834,2/17/17,6/16/17,885,GOOG,Call,10.8,0.1633,-0.3,828.070007,0.325804244,0.158918349,0.004381651
1836,2/17/17,6/16/17,895,GOOG,Call,8.7,0.15109,0.08,828.070007,0.325804244,0.158571248,-0.007481248
1838,2/17/17,6/16/17,905,GOOG,Call,7.18,0.15907,,828.070007,0.325804244,0.160145735,-0.001075735
1839,2/17/17,6/16/17,910,GOOG,Call,6.2,0.15557,,828.070007,0.325804244,0.158240014,-0.002670014
1842,2/17/17,6/16/17,760,GOOG,Put,11.11,0.19086,,828.070007,0.325804244,0.196785114,-0.005925114
1845,2/17/17,6/16/17,775,GOOG,Put,15.1,0.20344,,828.070007,0.325804244,0.197118131,0.006321869
1850,2/17/17,6/16/17,800,GOOG,Put,20,0.1754,-3.14,828.070007,0.325804244,0.176116323,-0.000716323
1851,2/17/17,6/16/17,805,GOOG,Put,22.44,0.17936,-4.25,828.070007,0.325804244,0.178877779,0.000482221
1854,2/17/17,6/16/17,820,GOOG,Put,27.67,0.16965,-1.88,828.070007,0.325804244,0.171564333,-0.001914333
1857,2/17/17,6/16/17,835,GOOG,Put,37.1,0.17579,,828.070007,0.325804244,0.181069815,-0.005279815
1860,2/17/17,6/16/17,850,GOOG,Put,51.32,0.21568,,828.070007,0.325804244,0.210791738,0.004888262
1861,2/17/17,6/16/17,855,GOOG,Put,50.66,0.20027,,828.070007,0.325804244,0.190619614,0.009650386
1890,2/17/17,9/15/17,855,GOOG,Call,33.27,0.16753,,828.070007,0.574948665,0.174966159,-0.007436159
1891,2/17/17,9/15/17,860,GOOG,Call,32.03,0.17171,,828.070007,0.574948665,0.177610785,-0.005900785
1900,2/17/17,9/15/17,905,GOOG,Call,15.4,0.15701,,828.070007,0.574948665,0.163170724,-0.006160724
1911,2/17/17,9/15/17,795,GOOG,Put,33,0.19778,,828.070007,0.574948665,0.19865711,-0.00087711
1915,2/17/17,9/15/17,815,GOOG,Put,37.8,0.1897,-1.8,828.070007,0.574948665,0.181831694,0.007868306
1932,2/17/17,9/15/17,905,GOOG,Put,103.9,0.22939,,828.070007,0.574948665,0.227725022,0.001664978
1933,2/17/17,9/15/17,910,GOOG,Put,104.3,0.20528,,828.070007,0.574948665,0.213418497,-0.008138497
1947,2/17/17,1/19/18,760,GOOG,Put,34,0.21872,-1,828.070007,0.919917864,0.209840167,0.008879833
2003,2/17/17,2/24/17,825,GOOGL,Call,21.8,0.10159,4,846.549988,0.019164956,0.103801946,-0.002211946
2007,2/17/17,2/24/17,835,GOOGL,Call,12.2,0.0884,1.8,846.549988,0.019164956,0.084422429,0.003977571
2008,2/17/17,2/24/17,837.5,GOOGL,Call,10.59,0.10022,1.74,846.549988,0.019164956,0.100494008,-0.000274008
2011,2/17/17,2/24/17,845,GOOGL,Call,5.1,0.0879,0.3,846.549988,0.019164956,0.090661046,-0.002761046
2020,2/17/17,2/24/17,867.5,GOOGL,Call,0.24,0.1021,-0.77,846.549988,0.019164956,0.104833755,-0.002733755
2024,2/17/17,2/24/17,877.5,GOOGL,Call,0.13,0.12504,-0.07,846.549988,0.019164956,0.12918347,-0.00414347
2028,2/17/17,2/24/17,890,GOOGL,Call,0.21,0.19246,,846.549988,0.019164956,0.184262858,0.008197142
2039,2/17/17,2/24/17,785,GOOGL,Put,0.35,0.27885,0.04,846.549988,0.019164956,0.286204489,-0.007354489
2053,2/17/17,2/24/17,820,GOOGL,Put,0.3,0.13587,-0.55,846.549988,0.019164956,0.137038767,-0.001168767
2055,2/17/17,2/24/17,825,GOOGL,Put,0.59,0.13261,-0.78,846.549988,0.019164956,0.134885338,-0.002275338
2059,2/17/17,2/24/17,835,GOOGL,Put,1.4,0.11668,-2.05,846.549988,0.019164956,0.114291101,0.002388899
2090,2/17/17,3/3/17,837.5,GOOGL,Call,13.45,0.12196,1.57,846.549988,0.038329911,0.121919245,4.08E-05
2100,2/17/17,3/3/17,862.5,GOOGL,Call,1.99,0.11546,-0.36,846.549988,0.038329911,0.10988959,0.00557041
2102,2/17/17,3/3/17,867.5,GOOGL,Call,1.47,0.11668,0.13,846.549988,0.038329911,0.117261119,-0.000581119
2103,2/17/17,3/3/17,870,GOOGL,Call,1.19,0.11735,0.54,846.549988,0.038329911,0.118543177,-0.001193177
2105,2/17/17,3/3/17,875,GOOGL,Call,0.83,0.12482,0.04,846.549988,0.038329911,0.123342105,0.001477895
2113,2/17/17,3/3/17,900,GOOGL,Call,0.18,0.14828,-0.13,846.549988,0.038329911,0.150508235,-0.002228235
2114,2/17/17,3/3/17,910,GOOGL,Call,0.25,0.18711,,846.549988,0.038329911,0.182049866,0.005060134
2132,2/17/17,3/10/17,830,GOOGL,Call,20.1,0.11607,1.35,846.549988,0.057494867,0.117500269,-0.001430269
2133,2/17/17,3/10/17,832.5,GOOGL,Call,18.53,0.12155,1.73,846.549988,0.057494867,0.121650297,-0.000100297
2136,2/17/17,3/10/17,840,GOOGL,Call,13.4,0.12196,1.05,846.549988,0.057494867,0.119345772,0.002614228
2137,2/17/17,3/10/17,842.5,GOOGL,Call,10.5,0.10213,,846.549988,0.057494867,0.101213392,0.000916608
2139,2/17/17,3/10/17,847.5,GOOGL,Call,9.1,0.11845,0.75,846.549988,0.057494867,0.116638476,0.001811524
2140,2/17/17,3/10/17,850,GOOGL,Call,8.1,0.12196,1.36,846.549988,0.057494867,0.118549234,0.003410766
2141,2/17/17,3/10/17,852.5,GOOGL,Call,7,0.12196,,846.549988,0.057494867,0.117951085,0.004008915
2142,2/17/17,3/10/17,855,GOOGL,Call,6.35,0.11672,0.7,846.549988,0.057494867,0.121875414,-0.005155414
2147,2/17/17,3/10/17,867.5,GOOGL,Call,2.85,0.11668,0.16,846.549988,0.057494867,0.121519004,-0.004839004
2150,2/17/17,3/10/17,875,GOOGL,Call,1.64,0.11845,0.34,846.549988,0.057494867,0.121551668,-0.003101668
2170,2/17/17,3/17/17,835,GOOGL,Call,18.84,0.13176,1.34,846.549988,0.076659822,0.129044383,0.002715617
2171,2/17/17,3/17/17,840,GOOGL,Call,15.6,0.13335,1.39,846.549988,0.076659822,0.127233161,0.006116839
2172,2/17/17,3/17/17,845,GOOGL,Call,12.8,0.13333,1.7,846.549988,0.076659822,0.126762329,0.006567671
2183,2/17/17,3/17/17,900,GOOGL,Call,0.64,0.13168,0.04,846.549988,0.076659822,0.132197588,-0.000517588
2184,2/17/17,3/17/17,905,GOOGL,Call,0.46,0.13132,0.05,846.549988,0.076659822,0.133162842,-0.001842842
2195,2/17/17,3/24/17,817.5,GOOGL,Call,33.9,0.13944,8.4,846.549988,0.095824778,0.143411205,-0.003971205
2198,2/17/17,3/24/17,825,GOOGL,Call,26.6,0.12199,2.75,846.549988,0.095824778,0.123382054,-0.001392054
2201,2/17/17,3/24/17,832.5,GOOGL,Call,20.8,0.12085,,846.549988,0.095824778,0.118127461,0.002722539
2207,2/17/17,3/24/17,847.5,GOOGL,Call,13.21,0.13335,0.21,846.549988,0.095824778,0.128909992,0.004440008
2212,2/17/17,3/24/17,862.5,GOOGL,Call,7.16,0.12554,,846.549988,0.095824778,0.128284955,-0.002744955
2213,2/17/17,3/24/17,867.5,GOOGL,Call,5.7,0.13342,,846.549988,0.095824778,0.128225617,0.005194383
2214,2/17/17,3/24/17,870,GOOGL,Call,4.11,0.11707,,846.549988,0.095824778,0.116653,0.000417
2217,2/17/17,3/24/17,900,GOOGL,Call,1.19,0.13228,,846.549988,0.095824778,0.135085106,-0.002805106
2219,2/17/17,3/24/17,920,GOOGL,Call,1.1,0.16245,0.65,846.549988,0.095824778,0.168332355,-0.005882355
2220,2/17/17,3/24/17,930,GOOGL,Call,0.5,0.16748,,846.549988,0.095824778,0.159986567,0.007493433
2230,2/17/17,3/3/17,797.5,GOOGL,Put,1.26,0.21354,,846.549988,0.038329911,0.217281647,-0.003741647
2243,2/17/17,3/3/17,830,GOOGL,Put,2.9,0.12947,-1.58,846.549988,0.038329911,0.135319473,-0.005849473
2245,2/17/17,3/3/17,835,GOOGL,Put,3.85,0.1347,-1.75,846.549988,0.038329911,0.128614935,0.006085065
2247,2/17/17,3/3/17,840,GOOGL,Put,5.13,0.1196,-3.09,846.549988,0.038329911,0.122145741,-0.002545741
2249,2/17/17,3/3/17,845,GOOGL,Put,7.13,0.12596,-4.97,846.549988,0.038329911,0.120461726,0.005498274
2251,2/17/17,3/3/17,850,GOOGL,Put,9.68,0.11676,-3.61,846.549988,0.038329911,0.119677569,-0.002917569
2252,2/17/17,3/3/17,852.5,GOOGL,Put,11.9,0.12864,-22.26,846.549988,0.038329911,0.131169253,-0.002529253
2264,2/17/17,3/10/17,785,GOOGL,Put,0.9,0.19608,-4.15,846.549988,0.057494867,0.197645705,-0.001565705
2265,2/17/17,3/10/17,787.5,GOOGL,Put,1,0.18648,-0.3,846.549988,0.057494867,0.195379311,-0.008899311
2267,2/17/17,3/10/17,792.5,GOOGL,Put,1.2,0.19037,-0.4,846.549988,0.057494867,0.189565656,0.000804344
2272,2/17/17,3/10/17,805,GOOGL,Put,2.05,0.18462,-0.18,846.549988,0.057494867,0.178407833,0.006212167
2276,2/17/17,3/10/17,815,GOOGL,Put,3.3,0.17764,0.14,846.549988,0.057494867,0.172634559,0.005005441
2281,2/17/17,3/10/17,827.5,GOOGL,Put,4.82,0.15273,-1.08,846.549988,0.057494867,0.151103115,0.001626885
2282,2/17/17,3/10/17,830,GOOGL,Put,4.4,0.13779,-3.48,846.549988,0.057494867,0.134433742,0.003356258
2296,2/17/17,3/17/17,775,GOOGL,Put,0.8,0.19875,-0.2,846.549988,0.076659822,0.189719697,0.009030303
2298,2/17/17,3/17/17,785,GOOGL,Put,1.07,0.17659,-0.33,846.549988,0.076659822,0.177813737,-0.001223737
2299,2/17/17,3/17/17,790,GOOGL,Put,1.35,0.1794,-0.37,846.549988,0.076659822,0.175165779,0.004234221
2302,2/17/17,3/17/17,805,GOOGL,Put,2.22,0.16256,-0.77,846.549988,0.076659822,0.158412118,0.004147882
2304,2/17/17,3/17/17,815,GOOGL,Put,3.41,0.15533,-1.09,846.549988,0.076659822,0.151575611,0.003754389
2306,2/17/17,3/17/17,825,GOOGL,Put,5.14,0.14628,-1.51,846.549988,0.076659822,0.144255865,0.002024135
2308,2/17/17,3/17/17,835,GOOGL,Put,7.57,0.13052,-2.18,846.549988,0.076659822,0.136004421,-0.005484421
2310,2/17/17,3/17/17,845,GOOGL,Put,11.5,0.13826,-2.7,846.549988,0.076659822,0.132918365,0.005341635
2313,2/17/17,3/17/17,860,GOOGL,Put,22.1,0.15849,-2.8,846.549988,0.076659822,0.1550807,0.0034093
2316,2/17/17,3/17/17,875,GOOGL,Put,30.67,0.12326,-27.13,846.549988,0.076659822,0.121644295,0.001615705
2325,2/17/17,3/24/17,770,GOOGL,Put,1.55,0.19748,,846.549988,0.095824778,0.20663041,-0.00915041
2333,2/17/17,3/24/17,805,GOOGL,Put,3.32,0.16264,-1.05,846.549988,0.095824778,0.161305297,0.001334703
2337,2/17/17,3/24/17,815,GOOGL,Put,4.16,0.14627,-1.94,846.549988,0.095824778,0.146567142,-0.000297142
2339,2/17/17,3/24/17,822.5,GOOGL,Put,7.41,0.16719,,846.549988,0.095824778,0.163982405,0.003207595
2350,2/17/17,3/24/17,855,GOOGL,Put,20.7,0.15499,-3.92,846.549988,0.095824778,0.15582612,-0.00083612
2364,2/17/17,4/21/17,825,GOOGL,Call,35,0.15624,2.5,846.549988,0.1724846,0.159768703,-0.003528703
2367,2/17/17,4/21/17,840,GOOGL,Call,25,0.15419,1.1,846.549988,0.1724846,0.151569024,0.002620976
2375,2/17/17,4/21/17,880,GOOGL,Call,8.2,0.13829,,846.549988,0.1724846,0.143695737,-0.005405737
2376,2/17/17,4/21/17,885,GOOGL,Call,7.19,0.15084,0.39,846.549988,0.1724846,0.145331804,0.005508196
2379,2/17/17,4/21/17,900,GOOGL,Call,4.19,0.14905,0.29,846.549988,0.1724846,0.143082248,0.005967752
2382,2/17/17,4/21/17,915,GOOGL,Call,2.25,0.14102,,846.549988,0.1724846,0.140505952,0.000514048
2385,2/17/17,4/21/17,930,GOOGL,Call,1.47,0.14038,0.17,846.549988,0.1724846,0.146446696,-0.006066696
2389,2/17/17,4/21/17,780,GOOGL,Put,4.6,0.1918,-1,846.549988,0.1724846,0.186587923,0.005212077
2390,2/17/17,4/21/17,785,GOOGL,Put,6,0.19103,0.25,846.549988,0.1724846,0.193594144,-0.002564144
2391,2/17/17,4/21/17,790,GOOGL,Put,7.2,0.2011,,846.549988,0.1724846,0.196167301,0.004932699
2392,2/17/17,4/21/17,795,GOOGL,Put,6.09,0.17577,-1.7,846.549988,0.1724846,0.173291004,0.002478996
2400,2/17/17,4/21/17,835,GOOGL,Put,17.97,0.16408,-0.93,846.549988,0.1724846,0.16951688,-0.00543688
2401,2/17/17,4/21/17,840,GOOGL,Put,18.2,0.1546,-2,846.549988,0.1724846,0.154996915,-0.000396915
2403,2/17/17,4/21/17,850,GOOGL,Put,22.5,0.14407,-2.63,846.549988,0.1724846,0.15031341,-0.00624341
2406,2/17/17,4/21/17,865,GOOGL,Put,34.52,0.16666,,846.549988,0.1724846,0.174063009,-0.007403009
2408,2/17/17,4/21/17,875,GOOGL,Put,38.03,0.15323,,846.549988,0.1724846,0.150086002,0.003143998
2416,2/17/17,6/16/17,785,GOOGL,Call,66.33,0.11885,,846.549988,0.325804244,0.118636552,0.000213448
2421,2/17/17,6/16/17,810,GOOGL,Call,55,0.16981,,846.549988,0.325804244,0.173239931,-0.003429931
2423,2/17/17,6/16/17,820,GOOGL,Call,49.2,0.17044,0.79,846.549988,0.325804244,0.176377864,-0.005937864
2429,2/17/17,6/16/17,850,GOOGL,Call,32,0.16363,1,846.549988,0.325804244,0.171166173,-0.007536173
2433,2/17/17,6/16/17,870,GOOGL,Call,22.7,0.16298,0.3,846.549988,0.325804244,0.166688253,-0.003708253
2437,2/17/17,6/16/17,890,GOOGL,Call,16,0.16256,0.6,846.549988,0.325804244,0.166191993,-0.003631993
2438,2/17/17,6/16/17,895,GOOGL,Call,14.5,0.16191,0.3,846.549988,0.325804244,0.165538403,-0.003628403
2447,2/17/17,6/16/17,770,GOOGL,Put,10.1,0.2086,-1.08,846.549988,0.325804244,0.199079544,0.009520456
2449,2/17/17,6/16/17,780,GOOGL,Put,11.8,0.20342,-0.72,846.549988,0.325804244,0.19472412,0.00869588
2454,2/17/17,6/16/17,805,GOOGL,Put,17.18,0.18582,-4.42,846.549988,0.325804244,0.183487009,0.002332991
2457,2/17/17,6/16/17,820,GOOGL,Put,22.6,0.18078,-1.49,846.549988,0.325804244,0.183534408,-0.002754408
2464,2/17/17,6/16/17,855,GOOGL,Put,36.03,0.17284,-7.97,846.549988,0.325804244,0.167330852,0.005509148
2465,2/17/17,6/16/17,860,GOOGL,Put,45.7,0.20996,,846.549988,0.325804244,0.20296685,0.00699315
2476,2/17/17,6/16/17,915,GOOGL,Put,82.8,0.20412,,846.549988,0.325804244,0.204269673,-0.000149673
2499,2/17/17,9/15/17,865,GOOGL,Call,37.8,0.17091,,846.549988,0.574948665,0.175521126,-0.004611126
2501,2/17/17,9/15/17,875,GOOGL,Call,33.4,0.1769,,846.549988,0.574948665,0.173942217,0.002957783
2503,2/17/17,9/15/17,885,GOOGL,Call,29.9,0.16716,-0.4,846.549988,0.574948665,0.174614442,-0.007454442
2507,2/17/17,9/15/17,905,GOOGL,Call,21.9,0.16185,,846.549988,0.574948665,0.167799544,-0.005949544
2509,2/17/17,9/15/17,915,GOOGL,Call,20.2,0.16435,0.2,846.549988,0.574948665,0.172285302,-0.007935302
2511,2/17/17,9/15/17,925,GOOGL,Call,15.67,0.15819,,846.549988,0.574948665,0.162608768,-0.004418768
2512,2/17/17,9/15/17,930,GOOGL,Call,16.5,0.16741,,846.549988,0.574948665,0.171888543,-0.004478543
2523,2/17/17,9/15/17,815,GOOGL,Put,36.6,0.19711,,846.549988,0.574948665,0.206611373,-0.009501373
2524,2/17/17,9/15/17,820,GOOGL,Put,42.8,0.22162,,846.549988,0.574948665,0.223046676,-0.001426676
2529,2/17/17,9/15/17,845,GOOGL,Put,43.89,0.18865,-9.91,846.549988,0.574948665,0.179606984,0.009043016
2532,2/17/17,9/15/17,860,GOOGL,Put,61.5,0.22679,,846.549988,0.574948665,0.216888714,0.009901286
2533,2/17/17,9/15/17,865,GOOGL,Put,56.33,0.18455,,846.549988,0.574948665,0.185553235,-0.001003235
2535,2/17/17,9/15/17,875,GOOGL,Put,66.48,0.21152,,846.549988,0.574948665,0.202110836,0.009409164
2538,2/17/17,9/15/17,900,GOOGL,Put,83.32,0.20421,,846.549988,0.574948665,0.205466516,-0.001256516
2539,2/17/17,9/15/17,905,GOOGL,Put,85.7,0.2025,,846.549988,0.574948665,0.201272221,0.001227779
2541,2/17/17,9/15/17,915,GOOGL,Put,97.2,0.22445,,846.549988,0.574948665,0.22021749,0.00423251
2565,2/17/17,1/19/18,860,GOOGL,Put,66.3,0.1948,-2.2,846.549988,0.919917864,0.188851144,0.005948856
2574,2/17/17,6/15/18,780,GOOGL,Put,54.5,0.23333,,846.549988,1.32238193,0.231015563,0.002314437
2578,2/17/17,6/15/18,820,GOOGL,Put,70.1,0.23335,,846.549988,1.32238193,0.224047493,0.009302507
2580,2/17/17,6/15/18,840,GOOGL,Put,79,0.23004,,846.549988,1.32238193,0.22079085,0.00924915
2625,2/17/17,3/17/17,40,AIMC,Put,1.7,0.3522,,39.75,0.076659822,0.358918634,-0.006718634
2715,2/17/17,2/24/17,840,AMZN,Call,8.63,0.12793,-0.92,845.070007,0.019164956,0.122236988,0.005693012
2717,2/17/17,2/24/17,845,AMZN,Call,6.02,0.12781,-0.88,845.070007,0.019164956,0.127374271,0.000435729
2719,2/17/17,2/24/17,850,AMZN,Call,3.73,0.12204,-1.02,845.070007,0.019164956,0.124701064,-0.002661064
2722,2/17/17,2/24/17,857.5,AMZN,Call,1.8,0.1315,-1.06,845.070007,0.019164956,0.129351721,0.002148279
2723,2/17/17,2/24/17,860,AMZN,Call,1.35,0.12597,-0.82,845.070007,0.019164956,0.129710484,-0.003740484
2724,2/17/17,2/24/17,862.5,AMZN,Call,1.05,0.12802,-0.7,845.070007,0.019164956,0.132182199,-0.004162199
2726,2/17/17,2/24/17,867.5,AMZN,Call,0.67,0.14627,-0.43,845.070007,0.019164956,0.139288723,0.006981277
2727,2/17/17,2/24/17,870,AMZN,Call,0.46,0.14315,-0.43,845.070007,0.019164956,0.13787138,0.00527862
2728,2/17/17,2/24/17,872.5,AMZN,Call,0.42,0.15312,-0.35,845.070007,0.019164956,0.145483256,0.007636744
2729,2/17/17,2/24/17,875,AMZN,Call,0.35,0.14749,-0.29,845.070007,0.019164956,0.150004697,-0.002514697
2731,2/17/17,2/24/17,880,AMZN,Call,0.25,0.15888,-0.2,845.070007,0.019164956,0.15927759,-0.00039759
2733,2/17/17,2/24/17,885,AMZN,Call,0.27,0.17393,0.02,845.070007,0.019164956,0.17980082,-0.00587082
2734,2/17/17,2/24/17,887.5,AMZN,Call,0.25,0.1794,,845.070007,0.019164956,0.186348637,-0.006948637
2738,2/17/17,2/24/17,900,AMZN,Call,0.13,0.21315,0.03,845.070007,0.019164956,0.208332203,0.004817797
2740,2/17/17,2/24/17,905,AMZN,Call,0.22,0.24997,,845.070007,0.019164956,0.241677367,0.008292633
2745,2/17/17,2/24/17,767.5,AMZN,Put,0.15,0.31243,0.01,845.070007,0.019164956,0.31051932,0.00191068
2749,2/17/17,2/24/17,777.5,AMZN,Put,0.2,0.29212,0.05,845.070007,0.019164956,0.28528756,0.00683244
2751,2/17/17,2/24/17,782.5,AMZN,Put,0.14,0.24998,,845.070007,0.019164956,0.253115198,-0.003135198
2754,2/17/17,2/24/17,790,AMZN,Put,0.14,0.21872,-0.09,845.070007,0.019164956,0.225749449,-0.007029449
2755,2/17/17,2/24/17,792.5,AMZN,Put,0.36,0.24997,,845.070007,0.019164956,0.25142957,-0.00145957
2756,2/17/17,2/24/17,795,AMZN,Put,0.15,0.20787,-0.12,845.070007,0.019164956,0.209526178,-0.001656178
2757,2/17/17,2/24/17,797.5,AMZN,Put,0.21,0.20543,-0.09,845.070007,0.019164956,0.210852997,-0.005422997
2758,2/17/17,2/24/17,800,AMZN,Put,0.23,0.19722,-0.11,845.070007,0.019164956,0.20418902,-0.00696902
2759,2/17/17,2/24/17,802.5,AMZN,Put,0.21,0.18565,-0.28,845.070007,0.019164956,0.191519781,-0.005869781
2762,2/17/17,2/24/17,810,AMZN,Put,0.3,0.18181,-0.31,845.070007,0.019164956,0.172781752,0.009028248
2764,2/17/17,2/24/17,815,AMZN,Put,0.47,0.17518,-0.41,845.070007,0.019164956,0.166477415,0.008702585
2767,2/17/17,2/24/17,822.5,AMZN,Put,0.9,0.16354,-0.63,845.070007,0.019164956,0.156204135,0.007335865
2768,2/17/17,2/24/17,825,AMZN,Put,1.07,0.15533,-0.82,845.070007,0.019164956,0.150818665,0.004511335
2771,2/17/17,2/24/17,832.5,AMZN,Put,2.15,0.14372,-1.2,845.070007,0.019164956,0.143474037,0.000245963
2776,2/17/17,2/24/17,845,AMZN,Put,6.51,0.13681,-1.33,845.070007,0.019164956,0.14111033,-0.00430033
2812,2/17/17,3/3/17,820,AMZN,Call,27.45,0.15225,0.15,845.070007,0.038329911,0.157846411,-0.005596411
2824,2/17/17,3/3/17,850,AMZN,Call,7.5,0.15382,-0.72,845.070007,0.038329911,0.146517159,0.007302841
2825,2/17/17,3/3/17,852.5,AMZN,Call,7.3,0.15739,-0.02,845.070007,0.038329911,0.158965676,-0.001575676
2829,2/17/17,3/3/17,862.5,AMZN,Call,4.02,0.15428,-0.06,845.070007,0.038329911,0.156943709,-0.002663709
2830,2/17/17,3/3/17,865,AMZN,Call,3.1,0.14542,-0.42,845.070007,0.038329911,0.150280513,-0.004860513
2833,2/17/17,3/3/17,872.5,AMZN,Call,1.76,0.15239,-0.44,845.070007,0.038329911,0.149050107,0.003339893
2836,2/17/17,3/3/17,900,AMZN,Call,0.32,0.16202,-2.28,845.070007,0.038329911,0.168915112,-0.006895112
2848,2/17/17,3/10/17,810,AMZN,Call,37.6,0.16261,0.65,845.070007,0.057494867,0.163976438,-0.001366438
2851,2/17/17,3/10/17,817.5,AMZN,Call,30,0.13099,,845.070007,0.057494867,0.136989108,-0.005999108
2853,2/17/17,3/10/17,822.5,AMZN,Call,26.1,0.13885,,845.070007,0.057494867,0.140314765,-0.001464765
2860,2/17/17,3/10/17,840,AMZN,Call,15.32,0.16275,0.82,845.070007,0.057494867,0.154938993,0.007811007
2865,2/17/17,3/10/17,852.5,AMZN,Call,10.55,0.16577,1.05,845.070007,0.057494867,0.170578529,-0.004808529
2870,2/17/17,3/10/17,865,AMZN,Call,5.1,0.15216,-0.06,845.070007,0.057494867,0.15364918,-0.00148918
2872,2/17/17,3/10/17,870,AMZN,Call,3.8,0.15682,-0.6,845.070007,0.057494867,0.151607259,0.005212741
2876,2/17/17,3/10/17,900,AMZN,Call,0.91,0.16124,-0.02,845.070007,0.057494867,0.16822321,-0.00698321
2894,2/17/17,3/17/17,840,AMZN,Call,18.1,0.15691,-0.05,845.070007,0.076659822,0.163939655,-0.007029655
2895,2/17/17,3/17/17,845,AMZN,Call,15.4,0.16399,-0.05,845.070007,0.076659822,0.162914549,0.001075451
2898,2/17/17,3/17/17,860,AMZN,Call,8.85,0.15924,-0.15,845.070007,0.076659822,0.159717711,-0.000477711
2899,2/17/17,3/17/17,865,AMZN,Call,7.21,0.16716,-0.49,845.070007,0.076659822,0.159073064,0.008086936
2901,2/17/17,3/17/17,875,AMZN,Call,4.91,0.16716,-0.2,845.070007,0.076659822,0.162041873,0.005118127
2902,2/17/17,3/17/17,880,AMZN,Call,3.9,0.16716,-0.4,845.070007,0.076659822,0.161638606,0.005521394
2903,2/17/17,3/17/17,885,AMZN,Call,3.18,0.16856,-0.19,845.070007,0.076659822,0.163317898,0.005242102
2908,2/17/17,3/17/17,910,AMZN,Call,1.17,0.1759,-0.03,845.070007,0.076659822,0.174358702,0.001541298
2909,2/17/17,3/17/17,915,AMZN,Call,1.01,0.18474,0.11,845.070007,0.076659822,0.17859463,0.00614537
2911,2/17/17,3/17/17,925,AMZN,Call,0.7,0.18967,0.1,845.070007,0.076659822,0.184045593,0.005624407
2917,2/17/17,3/24/17,800,AMZN,Call,49.1,0.1753,,845.070007,0.095824778,0.176331531,-0.001031531
2933,2/17/17,3/24/17,840,AMZN,Call,20.73,0.1659,0.56,845.070007,0.095824778,0.171717392,-0.005817392
2934,2/17/17,3/24/17,842.5,AMZN,Call,19.58,0.16589,1.33,845.070007,0.095824778,0.173322599,-0.007432599
2938,2/17/17,3/24/17,852.5,AMZN,Call,15.07,0.17752,4.12,845.070007,0.095824778,0.175293813,0.002226187
2939,2/17/17,3/24/17,855,AMZN,Call,12.65,0.16716,-0.25,845.070007,0.095824778,0.161880781,0.005279219
2941,2/17/17,3/24/17,860,AMZN,Call,10.96,0.1592,0.31,845.070007,0.095824778,0.163961625,-0.004761625
2943,2/17/17,3/24/17,870,AMZN,Call,8,0.16716,0.15,845.070007,0.095824778,0.166345351,0.000814649
